region,District,TownType,Town,StreetType,Street,Address
Саратовская область,Александрово-Гайский,с,Александров Гай,ул,Привольная,Саратовская область Александрово-Гайский с Александров Гай ул Привольная
Саратовская область,Воскресенский,с,Андреевка,ул,Центральная,Саратовская область NULL с Андреевка ул Центральная
Саратовская область,Вольский,с,Барановка,ул,Ленина,Саратовская область NULL с Барановка ул Ленина
Саратовская область,Вольский,с,Барановка,ул,Речная,Саратовская область NULL с Барановка ул Речная
Саратовская область,Энгельский,с,Безымянное,пер,Рабочий,Саратовская область Энгельсский с Безымянное пер Рабочий
Саратовская область,Энгельский,с,Березовка,ул,Маркса,Саратовская область NULL с Березовка ул Маркса
Саратовская область,Новоузенский,с,Бессоновка,ул,Пушкина,Саратовская область NULL с Бессоновка ул Пушкина
Саратовская область,Марксовский,с,Бородаевка,ул,Интернациональная,Саратовская область Марксовский с Бородаевка ул Интернациональная
Саратовская область,Энгельский,с,Генеральское,пер,Тихий,Саратовская область Энгельсский с Генеральское пер Тихий
Саратовская область,Энгельский,с,Генеральское,ул,Новая,Саратовская область Энгельсский с Генеральское ул Новая
Саратовская область,Ивантеевский,с,Ивантеевка,ул,Кирова,Саратовская область Ивантеевский с Ивантеевка ул Кирова
Саратовская область,Александрово-Гайский,с,Камышки,ул,Железнодорожная,Саратовская область Александрово-Гайский с Камышки ул Железнодорожная
Саратовская область,Александрово-Гайский,с,Камышки,ул,Новостройка,Саратовская область Александрово-Гайский с Камышки ул Новостройка
Саратовская область,Александрово-Гайский,с,Камышки,ул,Степная,Саратовская область Александрово-Гайский с Камышки ул Степная
Саратовская область,Энгельский,с,Квасниковка,пер,Скучный,Саратовская область Энгельсский с Квасниковка пер Скучный
Саратовская область,Энгельский,с,Квасниковка,ул,Дружбы,Саратовская область Энгельсский с Квасниковка ул Дружбы
Саратовская область,Энгельский,с,Квасниковка,ул,Степная,Саратовская область Энгельсский с Квасниковка ул Степная
Саратовская область,Энгельский,с,Красный Яр,ул,Ленина,Саратовская область NULL с Красный Яр ул Ленина
Саратовская область,Энгельский,с,Красный Яр,ул,МТС,Саратовская область NULL с Красный Яр ул МТС
Саратовская область,Энгельский,с,Красный Яр,ул,Овсянникова,Саратовская область NULL с Красный Яр ул Овсянникова
Саратовская область,Энгельский,с,Красный Яр,ул,Садовая,Саратовская область NULL с Красный Яр ул Садовая
Саратовская область,Энгельский,с,Красный Яр,ул,Свободы,Саратовская область NULL с Красный Яр ул Свободы
Саратовская область,Энгельский,с,Липовка,ул,Трудовая,Саратовская область NULL с Липовка ул Трудовая
Саратовская область,Перелюбский,с,Перелюб,ул,Горная,Саратовская область Перелюбский с Перелюб ул Горная
Саратовская область,Энгельский,с,Подстепное,ул,Кирова,Саратовская область Энгельсский с Подстепное ул Кирова
Саратовская область,Гагаринский,г,Саратов,ул,Чемодурова,Саратовская область NULL г Саратов ул Чемодурова
Саратовская область,Пугачевский,г,Пугачев,пер,Оренбургский,Саратовская область NULL г Пугачев пер Оренбургский
Саратовская область,Пугачевский,г,Пугачев,ул,Ермощенко,Саратовская область NULL г Пугачев ул Ермощенко
Саратовская область,Пугачевский,г,Пугачев,ул,Л. Толстого,Саратовская область NULL г Пугачев ул Л. Толстого
Саратовская область,Пугачевский,г,Пугачев,ул,Татарская,Саратовская область NULL г Пугачев ул Татарская
Саратовская область,Хвалынский,г,Хвалынск,проезд,Дачный 4-й,Саратовская область Хвалынский г Хвалынск проезд Дачный 4-й
Саратовская область,Хвалынский,г,Хвалынск,ул,Платонова,Саратовская область Хвалынский г Хвалынск ул Платонова
Саратовская область,Энгельский,п,Пробуждение,ул,Маяковского,Саратовская область Энгельсский п Пробуждение ул Маяковского
Саратовская область,Энгельский,п,Пробуждение,ул,Новая,Саратовская область Энгельсский п Пробуждение ул Новая
Саратовская область,Энгельский,рп,Приволжский,ул,Украинская,Саратовская область NULL рп Приволжский ул Украинская
Саратовская область,Ровенский,рп,Ровное,ул,Больничная,Саратовская область Ровенский рп Ровное ул Больничная
Саратовская область,Вольский,рп,Сенной,ул,Пролетарская,Саратовская область Вольский рп Сенной ул Пролетарская
Саратовская область,Советский,рп,Степное,ул,Безымянная 2-я,Саратовская область NULL рп Степное ул Безымянная 2-я
Саратовская область,Советский,рп,Степное,ул,Заволжская,Саратовская область NULL рп Степное ул Заволжская
Саратовская область,Советский,рп,Степное,ул,Лапина,Саратовская область NULL рп Степное ул Лапина
Саратовская область,Советский,рп,Степное,ул,Ленина,Саратовская область NULL рп Степное ул Ленина
Саратовская область,Советский,рп,Степное,ул,Пролетарская,Саратовская область NULL рп Степное ул Пролетарская
Саратовская область,Советский,рп,Степное,ул,Суворова,Саратовская область NULL рп Степное ул Суворова
Саратовская область,Советский,рп,Степное,ул,Чапаева,Саратовская область NULL рп Степное ул Чапаева
Саратовская область,Красноармейский,с,Каменка,ул,Маркса,Саратовская область NULL с Каменка ул Маркса
Саратовская область,Энгельский,г,Энгельс,ул,Театральная,Саратовская область Энгельсский г Энгельс ул Театральная
Саратовская область,Гагаринский,г,Саратов,квартал,22-й,Саратовская область NULL г Саратов квартал 22-й
Саратовская область,Гагаринский,г,Саратов,проезд,6 Дачная остановка 6-й,Саратовская область NULL г Саратов проезд 6 Дачная остановка 6-й
Саратовская область,Гагаринский,г,Саратов,тер,Золотая долина,Саратовская область NULL г Саратов тер Золотая долина
Саратовская область,Гагаринский,г,Саратов,ул,Большая Поливановская,Саратовская область NULL г Саратов ул Большая Поливановская
Саратовская область,Гагаринский,г,Саратов,ул,Гуселка 1-я,Саратовская область NULL г Саратов ул Гуселка 1-я
Саратовская область,Гагаринский,г,Саратов,ул,Ливневая,Саратовская область NULL г Саратов ул Ливневая
Саратовская область,Гагаринский,г,Саратов,ул,Мелиораторов,Саратовская область NULL г Саратов ул Мелиораторов
Саратовская область,Гагаринский,г,Саратов,ул,Приморская,Саратовская область NULL г Саратов ул Приморская
Саратовская область,Гагаринский,г,Саратов,ул,Строителей,Саратовская область NULL г Саратов ул Строителей
Саратовская область,Гагаринский,г,Саратов,ул,Шевченко,Саратовская область NULL г Саратов ул Шевченко
Саратовская область,Гагаринский,г,Саратов,ул,Шилингского,Саратовская область NULL г Саратов ул Шилингского
Саратовская область,Гагаринский,г,Саратов,квартал,Дома универсальной базы ОПС,Саратовская область NULL г Саратов квартал Дома универсальной базы ОПС
Саратовская область,Гагаринский,г,Саратов,линия,Юриш мкр Новая 9-я,Саратовская область NULL г Саратов линия Юриш мкр Новая 9-я
Саратовская область,Гагаринский,г,Саратов,линия,Юриш мрк Новая 9-я,Саратовская область NULL г Саратов линия Юриш мрк Новая 9-я
Саратовская область,Гагаринский,г,Саратов,мкр,Затон,Саратовская область NULL г Саратов мкр Затон
Саратовская область,Гагаринский,г,Саратов,мкр,Комбайн,Саратовская область NULL г Саратов мкр Комбайн
Саратовская область,Гагаринский,г,Саратов,мкр,Пугачева 1-й,Саратовская область NULL г Саратов мкр Пугачева 1-й
Саратовская область,Гагаринский,г,Саратов,проезд,Белоглинский 14-й,Саратовская область NULL г Саратов проезд Белоглинский 14-й
Саратовская область,Гагаринский,г,Саратов,проезд,Заводской 1-й,Саратовская область NULL г Саратов проезд Заводской 1-й
Саратовская область,Гагаринский,г,Саратов,проезд,Новоузенский 6-й,Саратовская область NULL г Саратов проезд Новоузенский 6-й
Саратовская область,Гагаринский,г,Саратов,проезд,Панкратьевский 1-й,Саратовская область NULL г Саратов проезд Панкратьевский 1-й
Саратовская область,Гагаринский,г,Саратов,проезд,Прудный 2-й,Саратовская область NULL г Саратов проезд Прудный 2-й
Саратовская область,Гагаринский,г,Саратов,проезд,Рабочий 5-й,Саратовская область NULL г Саратов проезд Рабочий 5-й
Саратовская область,Гагаринский,г,Саратов,проезд,Свинцовый 2-й,Саратовская область NULL г Саратов проезд Свинцовый 2-й
Саратовская область,Гагаринский,г,Саратов,проезд,Соликамский 2-й,Саратовская область NULL г Саратов проезд Соликамский 2-й
Саратовская область,Гагаринский,г,Саратов,проезд,Трофимовский 2-й,Саратовская область NULL г Саратов проезд Трофимовский 2-й
Саратовская область,Гагаринский,г,Саратов,тер,СНТ Солнечный,Саратовская область NULL г Саратов тер СНТ Солнечный
Саратовская область,Гагаринский,г,Саратов,туп,Малополивановский 6-й,Саратовская область NULL г Саратов туп Малополивановский 6-й
Саратовская область,Гагаринский,г,Саратов,туп,новоАвтобусный 6-й,Саратовская область NULL г Саратов туп новоАвтобусный 6-й
Саратовская область,Гагаринский,г,Саратов,ул,Беговая 2-я,Саратовская область NULL г Саратов ул Беговая 2-я
Саратовская область,Гагаринский,г,Саратов,ул,Дачная 10-я,Саратовская область NULL г Саратов ул Дачная 10-я
Саратовская область,Гагаринский,г,Саратов,ул,Дачная 6-я,Саратовская область NULL г Саратов ул Дачная 6-я
Саратовская область,Гагаринский,г,Саратов,ул,Дачная 8-я,Саратовская область NULL г Саратов ул Дачная 8-я
Саратовская область,Гагаринский,г,Саратов,ул,Елшанская 2-я,Саратовская область NULL г Саратов ул Елшанская 2-я
Саратовская область,Гагаринский,г,Саратов,ул,Дачная 9-я,Саратовская область NULL г Саратов ул Дачная 9-я
Саратовская область,Татищевский,с,Большая Ивановка,ул,Школьная,Саратовская область Татищевский с Большая Ивановка ул Школьная
Саратовская область,Советский,рп,Пушкино,ул,Школьная,Саратовская область Советский рп Пушкино ул Школьная
Саратовская область,Балашовский,с,Гусевка,ул,Коммунистическая,Саратовская область Балашовский с Гусевка ул Коммунистическая
Саратовская область,Энгельский,с,Зеленый Дол,ул,Вишневая,Саратовская область Энгельсский с Зеленый Дол ул Вишневая
Саратовская область,Аркадакский,с,Грачевка,ул,Молодежная,Саратовская область Аркадакский с Грачевка ул Молодежная
Саратовская область,Балашовский,г,Балашов,,4 км ж/д направления Балашов-Поворино,Саратовская область Балашовский г Балашов  4 км ж/д направления Балашов-Поворино
Саратовская область,Краснопартизанский,п,Михайловский,ул,Михайловская,Саратовская область NULL п Михайловский ул Михайловская
Саратовская область,Вольский,г,Вольск,,Клены,Саратовская область Вольский г Вольск  Клены
Саратовская область,Вольский,г,Вольск,пер,Заводской N1,Саратовская область Вольский г Вольск пер Заводской N1
Саратовская область,Дергачевский,рп,Дергачи,пл,Горького,Саратовская область Дергачевский рп Дергачи пл Горького
Саратовская область,Ершовский,г,Ершов,пер,Тополиный,Саратовская область Ершовский г Ершов пер Тополиный
Саратовская область,Ершовский,г,Ершов,ул,Паровозная,Саратовская область Ершовский г Ершов ул Паровозная
Саратовская область,Ершовский,г,Ершов,ул,Техническая,Саратовская область Ершовский г Ершов ул Техническая
Саратовская область,Ершовский,г,Ершов,ул,Фруктовая,Саратовская область Ершовский г Ершов ул Фруктовая
Саратовская область,Ершовский,п,Тулайково,ул,Новая,Саратовская область Ершовский п Тулайково ул Новая
Саратовская область,Ершовский,п,Тулайково,ул,Северная,Саратовская область Ершовский п Тулайково ул Северная
Саратовская область,Ершовский,п,Тулайково,ул,Тихая,Саратовская область Ершовский п Тулайково ул Тихая
Саратовская область,Ершовский,п,Тулайково,ул,Южная,Саратовская область Ершовский п Тулайково ул Южная
Саратовская область,Ивантеевский,с,Ивантеевка,ул,Дзержинского,Саратовская область Ивантеевский с Ивантеевка ул Дзержинского
Саратовская область,Краснокутский,п,Загородный,ул,Стадионная,Саратовская область Краснокутский п Загородный ул Стадионная
Саратовская область,Краснокутский,с,Константиновка,ул,Щорса,Саратовская область Краснокутский с Константиновка ул Щорса
Саратовская область,Краснопартизанский,рп,Горный,ул,Новая,Саратовская область Краснопартизанский рп Горный ул Новая
Саратовская область,Марксовский,г,Маркс,п,Мелиораторов,Саратовская область Марксовский г Маркс п Мелиораторов
Саратовская область,Марксовский,г,Маркс,ул,Вишневая,Саратовская область Марксовский г Маркс ул Вишневая
Саратовская область,Марксовский,г,Маркс,ул,Новоселов,Саратовская область Марксовский г Маркс ул Новоселов
Саратовская область,Марксовский,г,Маркс,ул,Солнечная,Саратовская область Марксовский г Маркс ул Солнечная
Саратовская область,Энгельский,с,Березовка,ул,Гастелло,Саратовская область Марксовский с Березовка ул Гастелло
Саратовская область,Марксовский,с,Бородаевка,линия,2-я,Саратовская область Марксовский с Бородаевка линия 2-я
Саратовская область,Красноармейский,с,Каменка,ул,Маркса,Саратовская область Марксовский с Каменка ул Маркса
Саратовская область,Озинский,рп,Озинки,ул,Куйбышева,Саратовская область Озинский рп Озинки ул Куйбышева
Саратовская область,Озинский,рп,Озинки,ул,Ленина,Саратовская область Озинский рп Озинки ул Ленина
Саратовская область,Озинский,рп,Озинки,ул,Разина,Саратовская область Озинский рп Озинки ул Разина
Саратовская область,Питерский,с,Питерка,ул,Малая Бережная,Саратовская область Питерский с Питерка ул Малая Бережная
Саратовская область,Советский,рп,Степное,ул,Юбилейная,Саратовская область Советский рп Степное ул Юбилейная
Саратовская область,Федоровский,рп,Мокроус,пер,50 лет Октября,Саратовская область Федоровский рп Мокроус пер 50 лет Октября
Саратовская область,Аркадакский,с,Ивановка,ул,Октябрьская,Саратовская область Хвалынский с Ивановка ул Октябрьская
Саратовская область,Энгельский,г,Энгельс,пр-кт,Марксовский,Саратовская область Энгельсский г Энгельс пр-кт Марксовский
Саратовская область,Энгельский,п,Пробуждение,ул,ЛТО Энтузиаст,Саратовская область Энгельсский п Пробуждение ул ЛТО Энтузиаст
Саратовская область,Энгельский,рп,Приволжский,КВАРТАЛ,Индивидуальной застройки,Саратовская область Энгельсский рп Приволжский КВАРТАЛ Индивидуальной застройки
Саратовская область,Энгельский,рп,Приволжский,пер,Дальний,Саратовская область Энгельсский рп Приволжский пер Дальний
Саратовская область,Энгельский,рп,Приволжский,проезд,Буденновский,Саратовская область Энгельсский рп Приволжский проезд Буденновский
Саратовская область,Энгельский,рп,Приволжский,проезд,Дальний,Саратовская область Энгельсский рп Приволжский проезд Дальний
Саратовская область,Энгельский,рп,Приволжский,проезд,Полярный 2-й,Саратовская область Энгельсский рп Приволжский проезд Полярный 2-й
Саратовская область,Энгельский,рп,Приволжский,проезд,Полярный 4-й,Саратовская область Энгельсский рп Приволжский проезд Полярный 4-й
Саратовская область,Энгельский,рп,Приволжский,проезд,Целинный 2-й,Саратовская область Энгельсский рп Приволжский проезд Целинный 2-й
Саратовская область,Энгельский,рп,Приволжский,проезд,Чкалова,Саратовская область Энгельсский рп Приволжский проезд Чкалова
Саратовская область,Энгельский,рп,Приволжский,ул,Белорусская,Саратовская область Энгельсский рп Приволжский ул Белорусская
Саратовская область,Энгельский,рп,Приволжский,ул,Буденного,Саратовская область Энгельсский рп Приволжский ул Буденного
Саратовская область,Энгельский,рп,Приволжский,ул,Веселая,Саратовская область Энгельсский рп Приволжский ул Веселая
Саратовская область,Энгельский,рп,Приволжский,ул,Виноградная,Саратовская область Энгельсский рп Приволжский ул Виноградная
Саратовская область,Энгельский,рп,Приволжский,ул,Войкова,Саратовская область Энгельсский рп Приволжский ул Войкова
Саратовская область,Энгельский,рп,Приволжский,ул,Жданова,Саратовская область Энгельсский рп Приволжский ул Жданова
Саратовская область,Энгельский,рп,Приволжский,ул,Инициативная,Саратовская область Энгельсский рп Приволжский ул Инициативная
Саратовская область,Энгельский,рп,Приволжский,ул,Котовского,Саратовская область Энгельсский рп Приволжский ул Котовского
Саратовская область,Энгельский,рп,Приволжский,ул,Крымская,Саратовская область Энгельсский рп Приволжский ул Крымская
Саратовская область,Энгельский,рп,Приволжский,ул,Кутузова,Саратовская область Энгельсский рп Приволжский ул Кутузова
Саратовская область,Энгельский,рп,Приволжский,ул,Лермонтова,Саратовская область Энгельсский рп Приволжский ул Лермонтова
Саратовская область,Энгельский,рп,Приволжский,ул,Ногина,Саратовская область Энгельсский рп Приволжский ул Ногина
Саратовская область,Энгельский,рп,Приволжский,ул,Октябрьская,Саратовская область Энгельсский рп Приволжский ул Октябрьская
Саратовская область,Энгельский,рп,Приволжский,ул,Переездная,Саратовская область Энгельсский рп Приволжский ул Переездная
Саратовская область,Энгельский,рп,Приволжский,ул,Победы,Саратовская область Энгельсский рп Приволжский ул Победы
Саратовская область,Энгельский,рп,Приволжский,ул,Пятигорская,Саратовская область Энгельсский рп Приволжский ул Пятигорская
Саратовская область,Энгельский,рп,Приволжский,ул,Разина,Саратовская область Энгельсский рп Приволжский ул Разина
Саратовская область,Энгельский,рп,Приволжский,ул,Репина,Саратовская область Энгельсский рп Приволжский ул Репина
Саратовская область,Энгельский,рп,Приволжский,ул,Солнечная,Саратовская область Энгельсский рп Приволжский ул Солнечная
Саратовская область,Энгельский,рп,Приволжский,ул,Суворова,Саратовская область Энгельсский рп Приволжский ул Суворова
Саратовская область,Энгельский,рп,Приволжский,ул,Узбекская,Саратовская область Энгельсский рп Приволжский ул Узбекская
Саратовская область,Энгельский,рп,Приволжский,ул,Украинская,Саратовская область Энгельсский рп Приволжский ул Украинская
Саратовская область,Энгельский,рп,Приволжский,ул,Фурманова,Саратовская область Энгельсский рп Приволжский ул Фурманова
Саратовская область,Энгельский,рп,Приволжский,ул,Центральная,Саратовская область Энгельсский рп Приволжский ул Центральная
Саратовская область,Энгельский,рп,Приволжский,ул,Шевченко,Саратовская область Энгельсский рп Приволжский ул Шевченко
Саратовская область,Энгельский,рп,Приволжский,ул,Щорса,Саратовская область Энгельсский рп Приволжский ул Щорса
Саратовская область,Энгельский,рп,Приволжский,ул,"Энгельс-10, 10-й","Саратовская область Энгельсский рп Приволжский ул Энгельс-10, 10-й"
Саратовская область,Энгельский,рп,Приволжский,ул,Эстонская,Саратовская область Энгельсский рп Приволжский ул Эстонская
Саратовская область,Энгельский,с,Безымянное,ул,Коммунальная,Саратовская область Энгельсский с Безымянное ул Коммунальная
Саратовская область,Энгельский,с,Квасниковка,пер,Первомайский,Саратовская область Энгельсский с Квасниковка пер Первомайский
Саратовская область,Энгельский,с,Квасниковка,пер,Телеграфный,Саратовская область Энгельсский с Квасниковка пер Телеграфный
Саратовская область,Энгельский,с,Квасниковка,ул,Большая Набережная,Саратовская область Энгельсский с Квасниковка ул Большая Набережная
Саратовская область,Энгельский,с,Квасниковка,ул,Революционная,Саратовская область Энгельсский с Квасниковка ул Революционная
Саратовская область,Энгельский,с,Квасниковка,ул,Садовая,Саратовская область Энгельсский с Квасниковка ул Садовая
Саратовская область,Энгельский,с,Липовка,ул,Советская,Саратовская область Энгельсский с Липовка ул Советская
Саратовская область,Энгельский,ст,Титоренко,ул,Придорожная,Саратовская область Энгельсский ст Титоренко ул Придорожная
Саратовская область,Энгельский,ст,Титоренко,ул,Центральная,Саратовская область Энгельсский ст Титоренко ул Центральная
Саратовская область,Гагаринский,г,Саратов,ул,Михаила Булгакова,Саратовская область NULL г Саратов ул Михаила Булгакова
Саратовская область,Балаковский,г,Балаково,ул,Сергея Лазо,Саратовская область Балаковский г Балаково ул Сергея Лазо
Саратовская область,Вольский,г,Вольск,п,Широкий Дол,Саратовская область Вольский г Вольск п Широкий Дол
Саратовская область,Вольский,с,Терса,ул,Кооперативная,Саратовская область Вольский с Терса ул Кооперативная
Саратовская область,Ершовский,г,Ершов,ул,Жданова,Саратовская область Ершовский г Ершов ул Жданова
Саратовская область,Ершовский,г,Ершов,ул,Фридриха Энгельса,Саратовская область Ершовский г Ершов ул Фридриха Энгельса
Саратовская область,Краснокутский,с,Ждановка,ул,Центральная,Саратовская область Краснокутский с Ждановка ул Центральная
Саратовская область,Краснокутский,с,Логиновка,ул,Советская,Саратовская область Краснокутский с Логиновка ул Советская
Саратовская область,Марксовский,г,Маркс,ул,Зеленая,Саратовская область Марксовский г Маркс ул Зеленая
Саратовская область,Воскресенский,с,Андреевка,ул,Зеленая,Саратовская область Марксовский с Андреевка ул Зеленая
Саратовская область,Воскресенский,с,Андреевка,ул,Центральная,Саратовская область Марксовский с Андреевка ул Центральная
Саратовская область,Марксовский,с,Бородаевка,ул,Подгорная,Саратовская область Марксовский с Бородаевка ул Подгорная
Саратовская область,Марксовский,с,Красная Поляна,ул,Набережная,Саратовская область Марксовский с Красная Поляна ул Набережная
Саратовская область,Марксовский,с,Орловское,ул,Октябрьская,Саратовская область Марксовский с Орловское ул Октябрьская
Саратовская область,Озинский,рп,Озинки,ул,Имашева,Саратовская область Озинский рп Озинки ул Имашева
Саратовская область,Озинский,рп,Озинки,ул,Комарова,Саратовская область Озинский рп Озинки ул Комарова
Саратовская область,Озинский,рп,Озинки,ул,Мелиоративная,Саратовская область Озинский рп Озинки ул Мелиоративная
Саратовская область,Ровенский,рп,Ровное,ул,Молодежная,Саратовская область Ровенский рп Ровное ул Молодежная
Саратовская область,Ровенский,рп,Ровное,ул,Полевая,Саратовская область Ровенский рп Ровное ул Полевая
Саратовская область,Энгельский,п,Пробуждение,ул,Гагарина,Саратовская область Энгельсский п Пробуждение ул Гагарина
Саратовская область,Энгельский,рп,Приволжский,ул,Тополевая,Саратовская область Энгельсский рп Приволжский ул Тополевая
Саратовская область,Энгельский,с,Липовка,ул,Степная,Саратовская область Энгельсский с Липовка ул Степная
Саратовская область,Лысогорский,с,Ключи,ул,Мирная,Саратовская область Лысогорский с Ключи ул Мирная
Саратовская область,Лысогорский,п,Октябрьский,ул,Степная,Саратовская область Лысогорский п Октябрьский ул Степная
Саратовская область,Татищевский,с,Октябрьский Городок,ул,Тимирязева,Саратовская область Татищевский с Октябрьский Городок ул Тимирязева
Саратовская область,Калининский,с,Симоновка,ул,Советская,Саратовская область Калининский с Симоновка ул Советская
Саратовская область,Дергачевский,п,Советский,ул,Октябрьская,Саратовская область Дергачевский п Советский ул Октябрьская
Саратовская область,Советский,п,Степное,ул,Янтарное,Саратовская область Балашовский п Степное ул Янтарное
Саратовская область,Аркадакский,г,Аркадак,ул,Шевченко,Саратовская область Аркадакский г Аркадак ул Шевченко
Саратовская область,Базарно-Карабулакский,с,Старые Бурасы,ул,Советская,Саратовская область Базарно-Карабулакский с Старые Бурасы ул Советская
Саратовская область,Красноармейский,с,Елшанка,ул,Рабочая,Саратовская область Красноармейский с Елшанка ул Рабочая
Саратовская область,Красноармейский,г,Красноармейск,ул,Садовая,Саратовская область Красноармейский г Красноармейск ул Садовая
Саратовская область,Базарно-Карабулакский,с,Тепляковка,ул,Ленина,Саратовская область Базарно-Карабулакский с Тепляковка ул Ленина
Саратовская область,Лысогорский,с,Ключи,ул,Набережная,Саратовская область Лысогорский с Ключи ул Набережная
Саратовская область,Саратовский,п,Красный Текстильщик,линия,Кирпичная,Саратовская область Саратовский п Красный Текстильщик линия Кирпичная
Саратовская область,Балаковский,г,Балаково,пер,Коммунарный 1-й,Саратовская область NULL г Балаково пер Коммунарный 1-й
Саратовская область,Балаковский,г,Балаково,пер,Коммунарный 2-й,Саратовская область NULL г Балаково пер Коммунарный 2-й
Саратовская область,Балаковский,г,Балаково,пер,Металлистов 1-й,Саратовская область NULL г Балаково пер Металлистов 1-й
Саратовская область,Балаковский,г,Балаково,пер,Студенецкий,Саратовская область NULL г Балаково пер Студенецкий
Саратовская область,Балаковский,г,Балаково,пер,Театральный,Саратовская область NULL г Балаково пер Театральный
Саратовская область,Балаковский,г,Балаково,пер,Шевченко,Саратовская область NULL г Балаково пер Шевченко
Саратовская область,Балаковский,г,Балаково,ул,Астраханская,Саратовская область NULL г Балаково ул Астраханская
Саратовская область,Балаковский,г,Балаково,ул,Ватутина,Саратовская область NULL г Балаково ул Ватутина
Саратовская область,Балаковский,г,Балаково,ул,Волжская,Саратовская область NULL г Балаково ул Волжская
Саратовская область,Балаковский,г,Балаково,ул,Гвардейская,Саратовская область NULL г Балаково ул Гвардейская
Саратовская область,Балаковский,г,Балаково,ул,Заводская,Саратовская область NULL г Балаково ул Заводская
Саратовская область,Балаковский,г,Балаково,ул,Казанская,Саратовская область NULL г Балаково ул Казанская
Саратовская область,Балаковский,г,Балаково,ул,Калинина,Саратовская область NULL г Балаково ул Калинина
Саратовская область,Балаковский,г,Балаково,ул,Каховская,Саратовская область NULL г Балаково ул Каховская
